"Drug","High_Mean","Low_Mean","Diff","P_value","FDR"
"AZD5582_1617",1.93489572752411,2.11541709357526,-0.180521366051149,0.0123960425711076,0.0281294812190518
"Afatinib_1032",1.76069438731436,1.89297407457102,-0.132279687256659,0.0160363766176559,0.0350424526089518
"Dabrafenib_1373",4.38717289275411,4.53922712902179,-0.152054236267678,0.0175764598663796,0.0370361118612999
"AZD1208_1449",5.40808858250536,5.33596812634145,0.0721204561639066,0.0262205141948627,0.0515670112498966
"JQ1_2172",2.674350526687,2.59138940411327,0.0829611225737237,0.0262205141948627,0.0515670112498966
"AZD5991_1720",4.01472284203504,3.83386691318689,0.180855928848156,0.0490289421941737,0.0933131480469757
"Navitoclax_1011",1.63036013588111,1.78711814727725,-0.156758011396139,0.0553983742717197,0.102140752563483
"Gemcitabine_1190",-0.013523761474098,0.340298873453768,-0.353822634927866,0.0663895092520056,0.118696395329343
"Crizotinib_1083",3.16003877708832,3.23385576824904,-0.0738169911607258,0.0742147045015763,0.1287843401645
"Selumetinib_1736",4.15833271788266,4.31907447679709,-0.160741758914424,0.0831514651199146,0.140169612630713
"Rapamycin_1084",-2.1348496844739,-2.20074629586829,0.0658966113943911,0.0941752737172057,0.154342809703198
"Temozolomide_1375",5.96076503246529,6.04553474156687,-0.0847697091015833,0.103188675303299,0.164544103862017
"MK-8776_2046",3.13929098651898,3.27841442573765,-0.139123439218662,0.146851352666058,0.22360659701999
"5-Fluorouracil_1073",4.79382501798541,4.94022668902024,-0.146401671034827,0.150998088880068,0.22360659701999
"GSK591_2110",4.54620049065275,4.59976536225601,-0.0535648716032595,0.151597692894909,0.22360659701999
"AZD1332_1463",3.93483644694702,3.98657076238383,-0.0517343154368128,0.197491496024979,0.283646262945932
"AZD5153_1706",1.77937955108499,1.72051063025012,0.0588689208348721,0.201917678707274,0.283646262945932
"Venetoclax_1909",1.8654974417163,1.9244754505348,-0.0589780088185003,0.243333000949055,0.333875512930099
"BMS-345541_1249",3.45931608418208,3.5373622476799,-0.078046163497818,0.311012086413017,0.417038934053819
"I-BET-762_1624",3.33429388685624,3.38129840939751,-0.0470045225412639,0.418510724948081,0.548714061598595
"GSK2606414_1618",3.90721221790551,3.88147012976347,0.0257420881420392,0.476327729733312,0.601218840378319
"AZD5438_1401",2.61780824927232,2.67828187275995,-0.0604736234876335,0.478937042335271,0.601218840378319
"AZD5363_1916",3.11463688325433,3.08144035033782,0.0331965329165085,0.498753419125213,0.613051077674741
"GSK343_1627",2.85527320092631,2.87343926022862,-0.018166059302307,0.523096495287209,0.629850882080517
"Oxaliplatin_1806",5.27436352412874,5.23435423576717,0.0400092883615661,0.549437944172734,0.637248872132242
"Gefitinib_1010",3.23280516606532,3.22767685387857,0.00512831218674492,0.550842245402447,0.637248872132242
"Vorinostat_1012",1.59344175143736,1.64469827057045,-0.05125651913309,0.563559831707055,0.639423655206082
"Axitinib_1021",3.05530817693846,3.03984359678634,0.0154645801521154,0.650244153492753,0.723856699171178
"Erlotinib_1168",2.58735966788452,2.61315042014115,-0.0257907522566265,0.665463419215308,0.727080402475985
"Osimertinib_1919",1.70519647424017,1.74245107007186,-0.0372545958316888,0.737175415232336,0.790788172703779
"GSK2578215A_1927",4.99602074356522,5.00777682280671,-0.0117560792414899,0.850631622445652,0.896201173648098
"Oxaliplatin_1089",4.0230345333945,4.0149272890952,0.0081072442992971,0.87544044978078,0.906157658545018
"Sorafenib_1085",2.71202580278382,2.73199168690319,-0.0199658841193706,0.913711210916986,0.92946485248452
"GSK1904529A_1093",4.36032529315603,4.37676542307484,-0.0164401299188039,0.938784346171656,0.938784346171656
